,method,test_2024_04_08__14_44_54_alpha,test_2024_04_08__14_44_54_beta,test_2024_04_08__14_44_54_jsct,test_2024_04_08__14_44_54_jsc,test_2024_04_08__14_45_08_alpha,test_2024_04_08__14_45_08_beta,test_2024_04_08__14_45_08_jsct,test_2024_04_08__14_45_08_jsc,test_2024_04_08__14_45_29_alpha,test_2024_04_08__14_45_29_beta,test_2024_04_08__14_45_29_jsct,test_2024_04_08__14_45_29_jsc,test_2024_04_08__14_45_58_alpha,test_2024_04_08__14_45_58_beta,test_2024_04_08__14_45_58_jsct,test_2024_04_08__14_45_58_jsc,test_2024_04_08__14_46_12_alpha,test_2024_04_08__14_46_12_beta,test_2024_04_08__14_46_12_jsct,test_2024_04_08__14_46_12_jsc
0,20240417_vittoken_v1_hold0,66.4103589688185,55.65691902620392,68.82661996497373,54.74069965963092,65.48499973295176,54.49817291691469,68.12667401922168,53.63653850263951,65.8111216927414,54.74931119441826,68.4709283649213,53.97621420215762,65.81016169438625,54.94447477016966,68.21668264621285,53.85361960940786,66.23055909699164,55.019934671550054,67.44553204925798,54.15596658323311
0,20240417_vittoken_v2_hold0,66.60390283920661,56.03259100191745,69.36647955092221,55.19347380360337,65.46039949900474,54.431145408762006,67.74092123879893,53.57848740932255,66.51801777939923,55.66581452382425,69.00291356426028,54.8931812487063,66.65781759299954,55.85321714103142,68.60986547085201,54.71765624322331,66.87875779418945,56.03995214036417,68.43705007198848,55.11489992587102
0,20240417_vittoken_v3_hold0,66.6684602944721,55.52718644816886,68.7668196928922,54.6692607003891,65.84741939554792,54.547602233744044,67.63880224578914,53.6207412473817,66.47830029361636,55.190219643090785,68.3588761174968,54.471862741902186,67.1000590063999,55.825679994831845,68.21349382324992,54.72665950916918,67.00919872960446,55.62980679601731,67.89598108747045,54.863673469387756
